,Title,Artist,Year
3682,100% Pure Love,Crystal Waters,1995
3683,Ask of You,Raphael Saadiq,1995
3684,Sugar Hill,AZ,1995
3685,Good,Better Than Ezra,1995
3686,Brown Sugar,D'Angelo,1995
3687,Turn the Beat Around,Gloria Estefan,1995
3688,'Til You Do Me Right,After 7,1995
3689,1st of tha Month,Bone Thugs-n-Harmony,1995
3690,"Like the Way I Do"" / ""If I Wanted To",Melissa Etheridge,1995
3691,I Live My Life for You,FireHouse,1995
3692,"Dream About You"" / ""Funky Melody",Stevie B,1995
3693,Cotton Eye Joe,Rednex,1995
3694,Thank You,Boyz II Men,1995
3695,I'll Stand by You,The Pretenders,1995
3696,I Miss You,N II U,1995
3697,Give It 2 You,Da Brat,1995
3698,Best Friend,Brandy,1995
3699,Misery,Soul Asylum,1995
3700,Can't Stop Lovin' You,Van Halen,1995
3701,Macarena (Bayside Boys Mix),Los del Río,1996
3702,One Sweet Day,Mariah Carey and Boyz II Men,1996
3703,Because You Loved Me,Celine Dion,1996
3704,Nobody Knows,The Tony Rich Project,1996
3705,Always Be My Baby,Mariah Carey,1996
3706,Give Me One Reason,Tracy Chapman,1996
3707,Tha Crossroads,Bone Thugs-n-Harmony,1996
3708,I Love You Always Forever,Donna Lewis,1996
3709,"You're Makin' Me High"" / ""Let It Flow",Toni Braxton,1996
3710,Twisted,Keith Sweat,1996
3711,C'mon N' Ride It (The Train),Quad City DJ's,1996
3712,Missing,Everything but the Girl,1996
3713,Ironic,Alanis Morissette,1996
3714,Exhale (Shoop Shoop),Whitney Houston,1996
3715,"Follow You Down"" / ""Til I Hear It from You",Gin Blossoms,1996
3716,Sittin' Up in My Room,Brandy,1996
3717,"How Do U Want It"" / ""California Love",2Pac,1996
3718,It's All Coming Back to Me Now,Celine Dion,1996
3719,Change the World,Eric Clapton,1996
3720,Hey Lover,LL Cool J,1996
3721,Loungin,LL Cool J,1996
3722,Insensitive,Jann Arden,1996
3723,Be My Lover,La Bouche,1996
3724,Name,Goo Goo Dolls,1996
3725,Who Will Save Your Soul,Jewel,1996
3726,Where Do You Go,No Mercy,1996
3727,I Can't Sleep Baby (If I),R. Kelly,1996
3728,Counting Blue Cars,Dishwalla,1996
3729,"You Learn"" / ""You Oughta Know",Alanis Morissette,1996
3730,One of Us,Joan Osborne,1996
3731,Wonder,Natalie Merchant,1996
3732,Not Gon' Cry,Mary J. Blige,1996
3733,Gangsta's Paradise,Coolio,1996
3734,Only You,112,1996
3735,Down Low (Nobody Has to Know),R. Kelly,1996
3736,You're the One,SWV,1996
3737,Sweet Dreams,La Bouche,1996
3738,"Before You Walk Out of My Life"" / ""Like This and Like That",Monica,1996
3739,Breakfast at Tiffany's,Deep Blue Something,1996
3740,"1, 2, 3, 4 (Sumpin' New)",Coolio,1996
3741,The World I Know,Collective Soul,1996
3742,No Diggity,Blackstreet,1996
3743,Anything,3T,1996
3744,1979,The Smashing Pumpkins,1996
3745,Diggin' on You,TLC,1996
3746,"Why I Love You So Much"" / ""Ain't Nobody",Monica,1996
3747,Kissin' You,Total,1996
3748,Count on Me,Whitney Houston and CeCe Winans,1996
3749,Fantasy,Mariah Carey,1996
3750,Time,Hootie & the Blowfish,1996
3751,You'll See,Madonna,1996
3752,Last Night,Az Yet,1996
3753,Mouth,Merril Bainbridge,1996
3754,"The Earth, the Sun, the Rain",Color Me Badd,1996
3755,All the Things (Your Man Won't Do),Joe,1996
3756,Wonderwall,Oasis,1996
3757,"Woo Hah!! Got You All in Check"" / ""Everything Remains Raw",Busta Rhymes,1996
3758,Tell Me,Groove Theory,1996
3759,Elevators (Me & You),Outkast,1996
3760,Hook,Blues Traveler,1996
3761,Doin' It,LL Cool J,1996
3762,Fastlove,George Michael,1996
3763,"Touch Me, Tease Me",Case,1996
3764,Tonite's tha Night,Kris Kross,1996
3765,Children,Robert Miles,1996
3766,Theme from Mission: Impossible,Adam Clayton and Larry Mullen,1996
3767,Closer to Free,BoDeans,1996
3768,Just a Girl,No Doubt,1996
3769,If Your Girl Only Knew,Aaliyah,1996
3770,Lady,D'Angelo,1996
3771,Key West Intermezzo (I Saw You First),John Mellencamp,1996
3772,Pony,Ginuwine,1996
3773,Nobody,Keith Sweat,1996
3774,Old Man & Me (When I Get to Heaven),Hootie & the Blowfish,1996
3775,If It Makes You Happy,Sheryl Crow,1996
3776,As I Lay Me Down,Sophie B. Hawkins,1996
3777,"Keep On, Keepin' On",MC Lyte,1996
3778,Jealousy,Natalie Merchant,1996
3779,I Want to Come Over,Melissa Etheridge,1996
3780,Who Do U Love,Deborah Cox,1996
3781,Un-Break My Heart,Toni Braxton,1996
3782,This Is Your Night,Amber,1996
3783,You Remind Me of Something,R. Kelly,1996
3784,Runaway,Janet Jackson,1996
3785,Set U Free,Planet Soul,1996
3786,Hit Me Off,New Edition,1996
3787,No One Else,Total,1996
3788,My Boo,Ghost Town DJ's,1996
3789,Get Money,Junior M.A.F.I.A.,1996
3790,That Girl,Maxi Priest,1996
3791,Po Pimp,Do or Die,1996
3792,Until It Sleeps,Metallica,1996
3793,Hay,Crucial Conflict,1996
3794,Beautiful Life,Ace of Base,1996
3795,Back for Good,Take That,1996
3796,"I Got Id"" / ""Long Road",Pearl Jam,1996
3797,Soon as I Get Home,Faith Evans,1996
3798,Macarena,Los del Río,1996
3799,Only Wanna Be with You,Hootie & the Blowfish,1996
3800,Don't Cry,Seal,1996
3801,"Candle in the Wind 1997"" / ""Something About the Way You Look Tonight",Elton John,1997
3802,"You Were Meant for Me"" / ""Foolish Games",Jewel,1997
3803,I'll Be Missing You,Puff Daddy and Faith Evans,1997
3804,Un-Break My Heart,Toni Braxton,1997
3805,Can't Nobody Hold Me Down,Puff Daddy,1997
3806,I Believe I Can Fly,R. Kelly,1997
3807,Don't Let Go (Love),En Vogue,1997
3808,Return of the Mack,Mark Morrison,1997
3809,How Do I Live,LeAnn Rimes,1997
3810,Wannabe,Spice Girls,1997
3811,Quit Playing Games (With My Heart),Backstreet Boys,1997
3812,MMMBop,Hanson,1997
3813,For You I Will,Monica,1997
3814,You Make Me Wanna...,Usher,1997
3815,Bitch,Meredith Brooks,1997
3816,Nobody,Keith Sweat,1997
3817,Semi-Charmed Life,Third Eye Blind,1997
3818,Barely Breathing,Duncan Sheik,1997
3819,Hard to Say I'm Sorry,Az Yet,1997
3820,Mo Money Mo Problems,The Notorious B.I.G.,1997
3821,The Freshmen,The Verve Pipe,1997
3822,I Want You,Savage Garden,1997
3823,No Diggity,Blackstreet,1997
3824,I Belong to You (Every Time I See Your Face),Rome,1997
3825,Hypnotize,The Notorious B.I.G.,1997
3826,Every Time I Close My Eyes,Babyface,1997
3827,In My Bed,Dru Hill,1997
3828,Say You'll Be There,Spice Girls,1997
3829,Do You Know (What It Takes),Robyn,1997
3830,4 Seasons of Loneliness,Boyz II Men,1997
3831,G.H.E.T.T.O.U.T.,Changing Faces,1997
3832,Honey,Mariah Carey,1997
3833,I Believe in You and Me,Whitney Houston,1997
3834,Da' Dip,Freak Nasty,1997
3835,2 Become 1,Spice Girls,1997
3836,All for You,Sister Hazel,1997
3837,Cupid,112,1997
3838,Where Have All the Cowboys Gone?,Paula Cole,1997
3839,Sunny Came Home,Shawn Colvin,1997
3840,It's Your Love,Tim McGraw with Faith Hill,1997
3841,Ooh Aah... Just a Little Bit,Gina G,1997
3842,Mouth,Merril Bainbridge,1997
3843,All Cried Out,Allure,1997
3844,I'm Still in Love with You,New Edition,1997
3845,Invisible Man,98 Degrees,1997
3846,Not Tonight,Lil' Kim,1997
3847,Look into My Eyes,Bone Thugs-n-Harmony,1997
3848,Get It Together,702,1997
3849,All by Myself,Celine Dion,1997
3850,It's All Coming Back to Me Now,Celine Dion,1997
3851,My Love Is the Shhh!,Somethin' for the People,1997
3852,Where Do You Go,No Mercy,1997
3853,I Finally Found Someone,Barbra Streisand and Bryan Adams,1997
3854,I'll Be,Foxy Brown,1997
3855,If It Makes You Happy,Sheryl Crow,1997
3856,Never Make a Promise,Dru Hill,1997
3857,When You Love a Woman,Journey,1997
3858,Up Jumps da Boogie,Magoo and Timbaland,1997
3859,"I Don't Want To"" / ""I Love Me Some Him",Toni Braxton,1997
3860,Everyday Is a Winding Road,Sheryl Crow,1997
3861,Cold Rock a Party,MC Lyte,1997
3862,Pony,Ginuwine,1997
3863,Building a Mystery,Sarah McLachlan,1997
3864,I Love You Always Forever,Donna Lewis,1997
3865,Your Woman,White Town,1997
3866,C U When U Get There,Coolio,1997
3867,Change the World,Eric Clapton,1997
3868,My Baby Daddy,B-Rock and the Bizz,1997
3869,Tubthumping,Chumbawamba,1997
3870,Gotham City,R. Kelly,1997
3871,Last Night,Az Yet,1997
3872,ESPN Presents The Jock Jam,Various Artists,1997
3873,Big Daddy,Heavy D,1997
3874,What About Us,Total,1997
3875,Smile,Scarface,1997
3876,What's on Tonight,Montell Jordan,1997
3877,Secret Garden,Bruce Springsteen,1997
3878,The One I Gave My Heart To,Aaliyah,1997
3879,Fly Like an Eagle,Seal,1997
3880,No Time,Lil' Kim,1997
3881,Naked Eye,Luscious Jackson,1997
3882,Macarena (Bayside Boys Mix),Los del Río,1997
3883,On & On,Erykah Badu,1997
3884,Don't Wanna Be a Player,Joe,1997
3885,I Shot the Sheriff,Warren G,1997
3886,You Should Be Mine (Don't Waste Your Time),Brian McKnight,1997
3887,Don't Cry for Me Argentina,Madonna,1997
3888,Someone,SWV,1997
3889,Go the Distance,Michael Bolton,1997
3890,One More Time,Real McCoy,1997
3891,Butta Love,Next,1997
3892,Coco Jamboo,Mr. President,1997
3893,Twisted,Keith Sweat,1997
3894,Barbie Girl,Aqua,1997
3895,"When You're Gone"" / ""Free to Decide",The Cranberries,1997
3896,Let Me Clear My Throat,DJ Kool,1997
3897,I Like It,The Blackout All-Stars,1997
3898,"You're Makin' Me High"" / ""Let It Flow",Toni Braxton,1997
3899,You Must Love Me,Madonna,1997
3900,Let It Go,Ray J,1997
3901,Too Close,Next,1998
3902,The Boy Is Mine,Brandy and Monica,1998
3903,You're Still the One,Shania Twain,1998
3904,Truly Madly Deeply,Savage Garden,1998
3905,How Do I Live,LeAnn Rimes,1998
3906,Together Again,Janet,1998
3907,All My Life,K-Ci & JoJo,1998
3908,"Candle in the Wind 1997"" / ""Something About the Way You Look Tonight",Elton John,1998
3909,Nice & Slow,Usher,1998
3910,I Don't Want to Wait,Paula Cole,1998
3911,How's It Going to Be,Third Eye Blind,1998
3912,"No, No, No",Destiny's Child,1998
3913,My Heart Will Go On,Celine Dion,1998
3914,Gettin' Jiggy wit It,Will Smith,1998
3915,You Make Me Wanna...,Usher,1998
3916,My Way,Usher,1998
3917,My All,Mariah Carey,1998
3918,The First Night,Monica,1998
3919,Been Around the World,Puff Daddy & the Family,1998
3920,Adia,Sarah McLachlan,1998
3921,Crush,Jennifer Paige,1998
3922,Everybody (Backstreet's Back),Backstreet Boys,1998
3923,I Don't Want to Miss a Thing,Aerosmith,1998
3924,Body Bumpin' (Yippie-Yi-Yo),Public Announcement,1998
3925,This Kiss,Faith Hill,1998
3926,I Don't Ever Want to See You Again,Uncle Sam,1998
3927,Let's Ride,Montell Jordan,1998
3928,Sex and Candy,Marcy Playground,1998
3929,Show Me Love,Robyn,1998
3930,A Song for Mama,Boyz II Men,1998
3931,What You Want,Mase,1998
3932,Frozen,Madonna,1998
3933,Gone till November,Wyclef Jean,1998
3934,My Body,LSG,1998
3935,Tubthumping,Chumbawamba,1998
3936,Deja Vu (Uptown Baby),Lord Tariq and Peter Gunz,1998
3937,I Want You Back,NSYNC,1998
3938,When the Lights Go Out,Five,1998
3939,They Don't Know,Jon B.,1998
3940,Make 'Em Say Uhh!,Master P,1998
3941,Make It Hot,Nicole,1998
3942,Never Ever,All Saints,1998
3943,I Get Lonely,Janet,1998
3944,Feel So Good,Mase,1998
3945,Say It,Voices of Theory,1998
3946,Kiss the Rain,Billie Myers,1998
3947,Come with Me,Puff Daddy,1998
3948,Romeo and Juliet,Sylk-E. Fyne,1998
3949,It's All About Me,Mýa and Sisqo,1998
3950,I Will Come to You,Hanson,1998
3951,One Week,Barenaked Ladies,1998
3952,Swing My Way,K. P. & Envyi,1998
3953,The Arms of the One Who Loves You,Xscape,1998
3954,My Love Is the Shhh!,Somethin' for the People,1998
3955,Daydreamin',Tatyana Ali,1998
3956,We're Not Making Love No More,Dru Hill,1998
3957,Semi-Charmed Life,Third Eye Blind,1998
3958,I Do,Lisa Loeb,1998
3959,Lookin' at Me,Mase,1998
3960,Looking Through Your Eyes,LeAnn Rimes,1998
3961,Lately,Divine,1998
3962,Quit Playing Games (With My Heart),Backstreet Boys,1998
3963,I Still Love You,Next,1998
3964,Time After Time,INOJ,1998
3965,Are You Jimmy Ray?,Jimmy Ray,1998
3966,Cruel Summer,Ace of Base,1998
3967,I Got the Hook Up,Master P,1998
3968,Victory,Puff Daddy & the Family,1998
3969,Too Much,Spice Girls,1998
3970,Ghetto Supastar (That Is What You Are),Pras Michel,1998
3971,How Deep Is Your Love,Dru Hill,1998
3972,Friend of Mine,Kelly Price,1998
3973,Turn It Up (Remix)/Fire It Up,Busta Rhymes,1998
3974,I'll Be,Edwin McCain,1998
3975,Ray of Light,Madonna,1998
3976,All for You,Sister Hazel,1998
3977,Touch It,Monifah,1998
3978,"Money, Power & Respect",The Lox,1998
3979,Bitter Sweet Symphony,The Verve,1998
3980,Dangerous,Busta Rhymes,1998
3981,Spice Up Your Life,Spice Girls,1998
3982,Because of You,98 Degrees,1998
3983,The Mummers' Dance,Loreena McKennitt,1998
3984,All Cried Out,Allure,1998
3985,Still Not a Player,Big Punisher,1998
3986,The One I Gave My Heart To,Aaliyah,1998
3987,"Foolish Games"" / ""You Were Meant for Me",Jewel,1998
3988,Love You Down,INOJ,1998
3989,Do for Love,2Pac,1998
3990,Raise the Roof,Luke,1998
3991,Heaven,Nu Flavor,1998
3992,The Party Continues,JD,1998
3993,Sock It 2 Me,Missy Elliott,1998
3994,Butta Love,Next,1998
3995,A Rose Is Still a Rose,Aretha Franklin,1998
3996,4 Seasons of Loneliness,Boyz II Men,1998
3997,Father,LL Cool J,1998
3998,Thinkin' Bout It,Gerald Levert,1998
3999,Nobody's Supposed to Be Here,Deborah Cox,1998
4000,Westside,TQ,1998
4001,Believe,Cher,1999
4002,No Scrubs,TLC,1999
4003,Angel of Mine,Monica,1999
4004,Heartbreak Hotel,Whitney Houston,1999
4005,...Baby One More Time,Britney Spears,1999
4006,Kiss Me,Sixpence None the Richer,1999
4007,Genie in a Bottle,Christina Aguilera,1999
4008,Every Morning,Sugar Ray,1999
4009,Nobody's Supposed to Be Here,Deborah Cox,1999
4010,Livin' la Vida Loca,Ricky Martin,1999
4011,Where My Girls At?,702,1999
4012,If You Had My Love,Jennifer Lopez,1999
4013,Slide,Goo Goo Dolls,1999
4014,Have You Ever?,Brandy,1999
4015,I Want It That Way,Backstreet Boys,1999
4016,I'm Your Angel,R. Kelly and Celine Dion,1999
4017,All Star,Smash Mouth,1999
4018,Angel,Sarah McLachlan,1999
4019,Smooth,Santana,1999
4020,Unpretty,TLC,1999
4021,"Bills, Bills, Bills",Destiny's Child,1999
4022,Save Tonight,Eagle-Eye Cherry,1999
4023,Last Kiss,Pearl Jam,1999
4024,Fortunate,Maxwell,1999
4025,All I Have to Give,Backstreet Boys,1999
4026,Bailamos,Enrique Iglesias,1999
4027,What's It Gonna Be?!,Busta Rhymes,1999
4028,What It's Like,Everlast,1999
4029,Fly Away,Lenny Kravitz,1999
4030,Someday,Sugar Ray,1999
4031,Lately,Divine,1999
4032,That Don't Impress Me Much,Shania Twain,1999
4033,Wild Wild West,Will Smith,1999
4034,Scar Tissue,Red Hot Chili Peppers,1999
4035,Heartbreaker,Mariah Carey,1999
4036,I Still Believe,Mariah Carey,1999
4037,The Hardest Thing,98 Degrees,1999
4038,Summer Girls,LFO,1999
4039,Can I Get A...,Jay-Z,1999
4040,Jumper,Third Eye Blind,1999
4041,Doo Wop (That Thing),Lauryn Hill,1999
4042,Mambo No. 5,Lou Bega,1999
4043,Sweet Lady,Tyrese,1999
4044,It's Not Right but It's Okay,Whitney Houston,1999
4045,(God Must Have Spent) A Little More Time on You,NSYNC,1999
4046,Lullaby,Shawn Mullins,1999
4047,Anywhere,112,1999
4048,Tell Me It's Real,K-Ci & JoJo,1999
4049,Back 2 Good,Matchbox 20,1999
4050,808,Blaque,1999
4051,She's So High,Tal Bachman,1999
4052,She's All I Ever Had,Ricky Martin,1999
4053,Miami,Will Smith,1999
4054,Hands,Jewel,1999
4055,Who Dat,JT Money,1999
4056,Please Remember Me,Tim McGraw,1999
4057,From This Moment On,Shania Twain,1999
4058,Love Like This,Faith Evans,1999
4059,You,Jesse Powell,1999
4060,Trippin',Total,1999
4061,If You,Silk,1999
4062,Ex-Factor,Lauryn Hill,1999
4063,Give It to You,Jordan Knight,1999
4064,Black Balloon,Goo Goo Dolls,1999
4065,Spend My Life with You,Eric Benét,1999
4066,These Are the Times,Dru Hill,1999
4067,I Don't Want to Miss a Thing,Mark Chesnutt,1999
4068,I Do (Cherish You),98 Degrees,1999
4069,Because of You,98 Degrees,1999
4070,I Will Remember You,Sarah McLachlan,1999
4071,Chanté's Got a Man,Chanté Moore,1999
4072,Happily Ever After,Case,1999
4073,My Love Is Your Love,Whitney Houston,1999
4074,All Night Long,Faith Evans,1999
4075,Back That Thang Up,Juvenile,1999
4076,Almost Doesn't Count,Brandy,1999
4077,Man! I Feel Like a Woman!,Shania Twain,1999
4078,Steal My Sunshine,Len,1999
4079,I Need to Know,Marc Anthony,1999
4080,So Anxious,Ginuwine,1999
4081,Faded Pictures,Case,1999
4082,Back at One,Brian McKnight,1999
4083,When a Woman's Fed Up,R. Kelly,1999
4084,How Forever Feels,Kenny Chesney,1999
4085,Amazed,Lonestar,1999
4086,Sometimes,Britney Spears,1999
4087,Ghetto Cowboy,Mo Thugs,1999
4088,Out of My Head,Fastball,1999
4089,Hard Knock Life (Ghetto Anthem),Jay-Z,1999
4090,Jamboree,Naughty by Nature,1999
4091,Take Me There,Blackstreet,1999
4092,Stay the Same,Joey McIntyre,1999
4093,A Lesson in Leavin',Jo Dee Messina,1999
4094,Iris,Goo Goo Dolls,1999
4095,Satisfy You,Puff Daddy,1999
4096,Better Days (And the Bottom Drops Out),Citizen King,1999
4097,Music of My Heart,NSYNC and Gloria Estefan,1999
4098,Write This Down,George Strait,1999
4099,When You Believe,Whitney Houston and Mariah Carey,1999
4100,(God Must Have Spent) A Little More Time on You,Alabama and NSYNC,1999
4101,Breathe,Faith Hill,2000
4102,Smooth,Santana,2000
4103,Maria Maria,Santana,2000
4104,I Wanna Know,Joe,2000
4105,Everything You Want,Vertical Horizon,2000
4106,Say My Name,Destiny's Child,2000
4107,I Knew I Loved You,Savage Garden,2000
4108,Amazed,Lonestar,2000
4109,Bent,Matchbox Twenty,2000
4110,He Wasn't Man Enough,Toni Braxton,2000
4111,Higher,Creed,2000
4112,Try Again,Aaliyah,2000
4113,"Jumpin', Jumpin'",Destiny's Child,2000
4114,Thong Song,Sisqó,2000
4115,Kryptonite,3 Doors Down,2000
4116,There You Go,Pink,2000
4117,Music,Madonna,2000
4118,Doesn't Really Matter,Janet Jackson,2000
4119,What a Girl Wants,Christina Aguilera,2000
4120,Back at One,Brian McKnight,2000
4121,Bye Bye Bye,NSYNC,2000
4122,You Sang to Me,Marc Anthony,2000
4123,I Need to Know,Marc Anthony,2000
4124,Get It On Tonite,Montell Jordan,2000
4125,Incomplete,Sisqó,2000
4126,I Try,Macy Gray,2000
4127,It's Gonna Be Me,NSYNC,2000
4128,That's the Way It Is,Celine Dion,2000
4129,Country Grammar (Hot Shit),Nelly,2000
4130,Bring It All to Me,Blaque,2000
4131,Show Me the Meaning of Being Lonely,Backstreet Boys,2000
4132,Hot Boyz,Missy Elliott,2000
4133,Back Here,BBMak,2000
4134,It Feels So Good,Sonique,2000
4135,Absolutely (Story of a Girl),Nine Days,2000
4136,With Arms Wide Open,Creed,2000
4137,Be with You,Enrique Iglesias,2000
4138,Come On Over Baby (All I Want Is You),Christina Aguilera,2000
4139,No More,Ruff Endz,2000
4140,All the Small Things,Blink 182,2000
4141,The Way You Love Me,Faith Hill,2000
4142,I Turn to You,Christina Aguilera,2000
4143,Never Let You Go,Third Eye Blind,2000
4144,I Need You,LeAnn Rimes,2000
4145,Thank God I Found You,Mariah Carey,2000
4146,Let's Get Married,Jagged Edge,2000
4147,My Love Is Your Love,Whitney Houston,2000
4148,Then the Morning Comes,Smash Mouth,2000
4149,Blue (Da Ba Dee),Eiffel 65,2000
4150,Desert Rose,Sting,2000
4151,The Real Slim Shady,Eminem,2000
4152,Most Girls,Pink,2000
4153,Wifey,Next,2000
4154,Wonderful,Everclear,2000
4155,Oops!... I Did It Again,Britney Spears,2000
4156,I Wanna Love You Forever,Jessica Simpson,2000
4157,Give Me Just One Night (Una Noche),98 Degrees,2000
4158,Take a Picture,Filter,2000
4159,Otherside,Red Hot Chili Peppers,2000
4160,Big Pimpin',Jay-Z,2000
4161,Purest of Pain (A Puro Dolor),Son by Four,2000
4162,He Can't Love U,Jagged Edge,2000
4163,Separated,Avant,2000
4164,I Wish,Carl Thomas,2000
4165,U Know What's Up,Donell Jones,2000
4166,Faded,soulDecision,2000
4167,Only God Knows Why,Kid Rock,2000
4168,Shake Ya Ass,Mystikal,2000
4169,Bag Lady,Erykah Badu,2000
4170,Meet Virginia,Train,2000
4171,Party Up (Up in Here),DMX,2000
4172,Case of the Ex (Whatcha Gonna Do),Mýa,2000
4173,Forgot About Dre,Dr. Dre,2000
4174,That's the Way,Jo Dee Messina,2000
4175,Swear It Again,Westlife,2000
4176,The Next Episode,Dr. Dre,2000
4177,From the Bottom of My Broken Heart,Britney Spears,2000
4178,Crash and Burn,Savage Garden,2000
4179,Yes!,Chad Brock,2000
4180,The Best Day,George Strait,2000
4181,Where I Wanna Be,Donell Jones,2000
4182,How Do You Like Me Now?!,Toby Keith,2000
4183,My Best Friend,Tim McGraw,2000
4184,Broadway,Goo Goo Dolls,2000
4185,What'chu Like,Da Brat,2000
4186,Don't Think I'm Not,Kandi,2000
4187,I Hope You Dance,Lee Ann Womack with Sons of the Desert,2000
4188,Better Off Alone,Alice Deejay,2000
4189,Dance with Me,Debelah Morgan,2000
4190,What About Now,Lonestar,2000
4191,I Like It,Sammie,2000
4192,24/7,Kevon Edmonds,2000
4193,Girl on TV,LFO,2000
4194,Bounce with Me,Lil' Bow Wow,2000
4195,Cowboy Take Me Away,Dixie Chicks,2000
4196,I Don't Wanna,Aaliyah,2000
4197,Independent Women Part I,Destiny's Child,2000
